label,"x0,y0,z0","x1,y1,z1","x2,y2,z2","x3,y3,z3","x4,y4,z4","x5,y5,z5","x6,y6,z6","x7,y7,z7","x8,y8,z8","x9,y9,z9","x10,y10,z10","x11,y11,z11","x12,y12,z12","x13,y13,z13","x14,y14,z14","x15,y15,z15","x16,y16,z16","x17,y17,z17","x18,y18,z18","x19,y19,z19","x20,y20,z20"
Z,0.731976330280304,0.6274654269218445,3.833740436220978e-07,0.7253202199935913,0.5548566579818726,-0.005360371433198452,0.7317886352539062,0.47442251443862915,-0.01702490821480751,0.7372576594352722,0.41938307881355286,-0.029365994036197662,0.7429043650627136,0.3752707242965698,-0.04532084986567497,0.728866696357727,0.47422072291374207,-0.04342127963900566,0.7406883239746094,0.40613695979118347,-0.070254385471344,0.7468493580818176,0.36307162046432495,-0.08707746863365173,0.7540016174316406,0.32761716842651367,-0.09942977875471115,0.7333131432533264,0.5070276856422424,-0.05871560424566269,0.757225751876831,0.44134533405303955,-0.0846116915345192,0.7733475565910339,0.40076944231987,-0.09911986440420151,0.7884611487388611,0.3647240996360779,-0.11105668544769287,0.7420538067817688,0.5505457520484924,-0.07357320189476013,0.7622218728065491,0.4936222732067108,-0.0998203381896019,0.7789908647537231,0.45292070508003235,-0.11096160858869553,0.7932422757148743,0.4108999967575073,-0.1202772855758667,0.7517389059066772,0.5999932289123535,-0.08787839114665985,0.7652488350868225,0.5738785862922668,-0.11092793196439743,0.7736800909042358,0.5497967600822449,-0.11818315833806992,0.7802173495292664,0.523960530757904,-0.1247837096452713
Z,0.7068466544151306,0.9237593412399292,6.56103111396078e-07,0.6788594722747803,0.8699454069137573,-0.006430565845221281,0.6828852295875549,0.7740465998649597,-0.015617727302014828,0.6970346570014954,0.7114834189414978,-0.0281999371945858,0.7086957693099976,0.6552351713180542,-0.043165747076272964,0.7062783241271973,0.6710881590843201,-0.017866989597678185,0.7174698710441589,0.5520456433296204,-0.04878763481974602,0.7270171046257019,0.46003779768943787,-0.07222956418991089,0.7406947016716003,0.38664358854293823,-0.08767588436603546,0.7193942070007324,0.6688648462295532,-0.03456525132060051,0.7300368547439575,0.5383234024047852,-0.06575433909893036,0.7432204484939575,0.4363486170768738,-0.09067807346582413,0.7603243589401245,0.35206088423728943,-0.1061980128288269,0.7383641004562378,0.6826368570327759,-0.05280328169465065,0.7487052083015442,0.5530590415000916,-0.08283839374780655,0.7644787430763245,0.46089673042297363,-0.10168100893497467,0.7811957597732544,0.3850328326225281,-0.1117185577750206,0.7603226900100708,0.7106977701187134,-0.0718439444899559,0.7686612010002136,0.6088284254074097,-0.09709915518760681,0.7776420712471008,0.536109983921051,-0.10821276903152466,0.7873144745826721,0.47368621826171875,-0.11402615159749985
Z,0.7251264452934265,0.6548534035682678,3.511907777919987e-07,0.716810941696167,0.6055874228477478,-0.013072340749204159,0.7220474481582642,0.5479280948638916,-0.029389899224042892,0.7353717684745789,0.5053728222846985,-0.04516759514808655,0.7482709288597107,0.4705770015716553,-0.06248926743865013,0.722949743270874,0.5194384455680847,-0.045545369386672974,0.7325765490531921,0.4418541193008423,-0.07397709786891937,0.740455150604248,0.3886769413948059,-0.09169997274875641,0.7477169632911682,0.34417611360549927,-0.10369487851858139,0.7322424054145813,0.530762791633606,-0.05436370149254799,0.7507129907608032,0.458845317363739,-0.08179724216461182,0.7652462124824524,0.4092332720756531,-0.09629138559103012,0.7783403992652893,0.3665498197078705,-0.10639753192663193,0.7439709901809692,0.5518725514411926,-0.06354469060897827,0.761502206325531,0.48380959033966064,-0.08765292167663574,0.7736496925354004,0.4350271224975586,-0.09778738021850586,0.7834286689758301,0.3920794427394867,-0.10482687503099442,0.7590041756629944,0.5790834426879883,-0.07336548715829849,0.7724581956863403,0.5323002934455872,-0.09343321621417999,0.7808084487915039,0.49753859639167786,-0.100730299949646,0.787927508354187,0.46718427538871765,-0.10598886758089066
Z,0.7188945412635803,0.9548280239105225,5.198445478526992e-07,0.6765685677528381,0.8965504169464111,-0.007242301478981972,0.6776438355445862,0.8063530921936035,-0.01651567965745926,0.6913498640060425,0.7482746839523315,-0.030031245201826096,0.69936603307724,0.6949511766433716,-0.04486049711704254,0.7027105093002319,0.6772787570953369,-0.011858255602419376,0.7141933441162109,0.5502820014953613,-0.03830254077911377,0.7218962907791138,0.46215736865997314,-0.05940166115760803,0.7320587635040283,0.3878577947616577,-0.07420802861452103,0.7178885340690613,0.676266074180603,-0.028603600338101387,0.7268643975257874,0.5384891033172607,-0.05548401176929474,0.7392217516899109,0.4404886066913605,-0.07832556217908859,0.7552878260612488,0.35556966066360474,-0.09342552721500397,0.7383524179458618,0.6927043795585632,-0.04737735167145729,0.7513464689254761,0.5573937892913818,-0.07290950417518616,0.7659428119659424,0.4687088131904602,-0.0896776020526886,0.7806475162506104,0.39360538125038147,-0.09953606128692627,0.7612570524215698,0.722059428691864,-0.0676099881529808,0.7729671597480774,0.6168594360351562,-0.08875533938407898,0.7807921767234802,0.5456914305686951,-0.09768466651439667,0.7886669039726257,0.4830516576766968,-0.10274579375982285
Z,0.725747287273407,0.654345691204071,3.893538575994171e-07,0.7162132859230042,0.6003701686859131,-0.01155963633209467,0.7229728698730469,0.5412988066673279,-0.026551222428679466,0.7387696504592896,0.4981898367404938,-0.04070962592959404,0.751041054725647,0.46350228786468506,-0.05625425651669502,0.7214769721031189,0.521736741065979,-0.04559260979294777,0.731959342956543,0.4464423358440399,-0.07294313609600067,0.7394481897354126,0.39364224672317505,-0.08959422260522842,0.7468944191932678,0.3494158387184143,-0.10086966305971146,0.7314286231994629,0.5358955264091492,-0.054164838045835495,0.7489502429962158,0.4670514166355133,-0.08124464750289917,0.7646427154541016,0.4169626832008362,-0.09541922062635422,0.7794831991195679,0.3735429048538208,-0.10515531897544861,0.7446075677871704,0.5587992072105408,-0.06263968348503113,0.7605183720588684,0.4930582046508789,-0.0872245728969574,0.7724179625511169,0.4428877830505371,-0.09741265326738358,0.7822138071060181,0.3980144262313843,-0.10415537655353546,0.7612084150314331,0.5873141884803772,-0.0713273137807846,0.7720093727111816,0.5411822199821472,-0.09260497242212296,0.7793899178504944,0.5045537352561951,-0.10037585347890854,0.7854680418968201,0.4713703393936157,-0.10564328730106354
Z,0.7194051146507263,0.965255618095398,5.434251875158225e-07,0.6776615381240845,0.8954970240592957,-0.0076293423771858215,0.6800791621208191,0.7960869073867798,-0.01731802336871624,0.6971210241317749,0.7315623164176941,-0.0317813940346241,0.7137407660484314,0.6764664053916931,-0.047587547451257706,0.7010193467140198,0.6783286929130554,-0.008799168281257153,0.71484375,0.555422842502594,-0.035586077719926834,0.723831832408905,0.47123682498931885,-0.05802135542035103,0.7360459566116333,0.3978372812271118,-0.07406261563301086,0.71574866771698,0.676217257976532,-0.025824055075645447,0.7260830402374268,0.5409637093544006,-0.052629053592681885,0.7375455498695374,0.4431441128253937,-0.07628460973501205,0.7524397373199463,0.35433992743492126,-0.09246492385864258,0.736407995223999,0.6933659911155701,-0.04530802741646767,0.7494143843650818,0.5609197020530701,-0.07051171362400055,0.7652404308319092,0.4728426933288574,-0.0876522958278656,0.7803083658218384,0.3963107466697693,-0.09834630787372589,0.759588360786438,0.7226436734199524,-0.06651916354894638,0.7704698443412781,0.6181451082229614,-0.08670172840356827,0.779046356678009,0.548267126083374,-0.09509649127721786,0.7882054448127747,0.4863879680633545,-0.10050199180841446
Z,0.7251380681991577,0.6477655172348022,3.9129167817009147e-07,0.7166273593902588,0.5880193114280701,-0.009604566730558872,0.7248522639274597,0.5249054431915283,-0.023510191589593887,0.7421364188194275,0.47940754890441895,-0.036631837487220764,0.7550308704376221,0.44491294026374817,-0.051233332604169846,0.7219026684761047,0.5149117708206177,-0.0447038896381855,0.7324256300926208,0.44320282340049744,-0.07131939381361008,0.7400484085083008,0.3925405740737915,-0.08739984035491943,0.7481357455253601,0.3500957489013672,-0.09825769811868668,0.7302141785621643,0.5329293012619019,-0.05363759398460388,0.749040424823761,0.46908167004585266,-0.07973609864711761,0.7641125321388245,0.4213997721672058,-0.09288172423839569,0.7789357304573059,0.3797343671321869,-0.10214822739362717,0.7425321340560913,0.5597965717315674,-0.062109269201755524,0.7599434852600098,0.5007588267326355,-0.08460135757923126,0.7713800072669983,0.4533732831478119,-0.09228905290365219,0.7818995714187622,0.4110138714313507,-0.09770465642213821,0.7583832740783691,0.5913376808166504,-0.07077065110206604,0.7695255875587463,0.5495727062225342,-0.08934307843446732,0.7776672840118408,0.5146418809890747,-0.09475097060203552,0.7853502631187439,0.48240160942077637,-0.09862388670444489
Z,0.7223119735717773,0.9712471961975098,5.563948093367799e-07,0.6780683398246765,0.9007188081741333,-0.007795767858624458,0.6785604357719421,0.8031703233718872,-0.018034106120467186,0.6948134303092957,0.739389181137085,-0.03297599032521248,0.7101980447769165,0.6851616501808167,-0.04904559254646301,0.6982675790786743,0.6792413592338562,-0.008023453876376152,0.7120938301086426,0.5556291341781616,-0.03484710678458214,0.7215283513069153,0.472965270280838,-0.05745035409927368,0.7345519661903381,0.40131503343582153,-0.07346644997596741,0.7135562300682068,0.6771544218063354,-0.025024734437465668,0.724190890789032,0.5405119061470032,-0.05146130546927452,0.7360463738441467,0.4439849257469177,-0.07498174905776978,0.7511734366416931,0.3575775921344757,-0.09109801054000854,0.734661340713501,0.6936807632446289,-0.04461821913719177,0.7480412721633911,0.5611870884895325,-0.06884460151195526,0.7646638751029968,0.47475844621658325,-0.08567138761281967,0.7807211875915527,0.40015602111816406,-0.09640243649482727,0.7581760287284851,0.723274827003479,-0.06605148315429688,0.769067645072937,0.6193879842758179,-0.08481380343437195,0.7781903147697449,0.5509538650512695,-0.09249381721019745,0.7880544662475586,0.4912871718406677,-0.0976024866104126
Z,0.7170910239219666,0.6555073261260986,4.07846215466634e-07,0.710205614566803,0.5991443395614624,-0.015314552932977676,0.7197325229644775,0.5358853340148926,-0.03202363848686218,0.7376507520675659,0.4903174042701721,-0.04703858494758606,0.7517147064208984,0.45408228039741516,-0.06374979764223099,0.7208248376846313,0.5277213454246521,-0.05274178832769394,0.7319742441177368,0.4540174901485443,-0.08347849547863007,0.7394552230834961,0.40058010816574097,-0.10239554941654205,0.7466570138931274,0.3558090925216675,-0.11487610638141632,0.7284979820251465,0.5432153344154358,-0.060437075793743134,0.747096598148346,0.47438427805900574,-0.09085216373205185,0.7609499096870422,0.4208754897117615,-0.10713133215904236,0.7739406228065491,0.3746587634086609,-0.11821706593036652,0.7394497394561768,0.5675531625747681,-0.06812016665935516,0.7590606808662415,0.5037261843681335,-0.0952310636639595,0.7720026969909668,0.45175716280937195,-0.10639838129281998,0.7831199169158936,0.4056363105773926,-0.11358184367418289,0.7534183859825134,0.596776008605957,-0.0762668028473854,0.7670906782150269,0.5533150434494019,-0.09882782399654388,0.7774155139923096,0.5154519081115723,-0.10689488798379898,0.7866226434707642,0.4813522398471832,-0.11241623759269714
Z,0.7150648236274719,0.9596927762031555,5.253947961136873e-07,0.6748734712600708,0.884386420249939,-0.0034400701988488436,0.6784389615058899,0.7822394371032715,-0.009023269638419151,0.6959130764007568,0.7159361839294434,-0.020136799663305283,0.7080842852592468,0.6592208743095398,-0.032019395381212234,0.6993391513824463,0.6580523252487183,0.007594721391797066,0.7153009176254272,0.5450963973999023,-0.01408953033387661,0.726157546043396,0.4692581295967102,-0.03452003374695778,0.7413291335105896,0.4038771092891693,-0.049378179013729095,0.7151995301246643,0.6568741202354431,-0.01029550563544035,0.7300342917442322,0.5325396060943604,-0.031073855236172676,0.7445015907287598,0.44377362728118896,-0.052207108587026596,0.7623867988586426,0.36542123556137085,-0.06712318956851959,0.7351608872413635,0.6742002964019775,-0.03139801323413849,0.7522764205932617,0.552157998085022,-0.051133304834365845,0.7682197093963623,0.47213149070739746,-0.06587634235620499,0.783250629901886,0.4023381769657135,-0.07592318207025528,0.7565696239471436,0.7054283022880554,-0.054409097880125046,0.7697476148605347,0.6084526181221008,-0.06956572830677032,0.7796412706375122,0.5442506670951843,-0.07559061795473099,0.7897542119026184,0.48762238025665283,-0.08004231750965118
